SquareFeet;Bedrooms;Bathrooms;Parking garage;Neighborhood;YearBuilt;Price
2555;2;3;1;Urban;1975;3,7461E+15
2654;5;2;1;Urban;1951;2,51415E+15
1350;5;1;2;Urban;1981;1,34715E+16
2672;5;1;1;Suburb;1977;3,1658E+16
2300;3;2;2;Suburb;1984;2,15935E+15
1254;5;2;1;Suburb;1999;1,38828E+16
2287;4;2;1;Rural;2016;2,61849E+16
1678;2;3;3;Suburb;1990;2,32188E+15
2700;5;3;3;Rural;2005;3,1184E+16
1028;5;1;1;Rural;1953;1,93479E+16
1466;5;2;2;Urban;1968;1,07892E+15
2058;4;2;3;Rural;1966;2,49558E+16
1748;5;2;1;Rural;1958;1,30303E+16
2317;3;3;1;Rural;1954;1,51323E+16
1601;5;2;2;Rural;1979;1,78557E+15
2226;3;3;2;Urban;2005;2,65552E+16
1739;3;1;3;Rural;2015;1,98702E+15
1930;5;2;3;Rural;1969;2,04901E+16
2091;4;2;1;Suburb;1985;2,25998E+16
1130;3;3;3;Urban;1992;1,25943E+16
2900;5;2;3;Rural;2016;2,77277E+15
1110;5;3;1;Suburb;1966;5,61826E+15
1523;4;2;2;Urban;1992;1,59985E+15
2311;5;1;3;Suburb;1963;2,54358E+16
1686;2;2;3;Rural;1974;2,08143E+16
1830;2;3;1;Suburb;1988;1,95774E+16
1665;2;2;3;Urban;2001;3,2774E+16
2066;5;3;3;Rural;1985;2,17632E+16
1874;3;2;2;Urban;1960;1,88426E+16
2740;4;3;2;Rural;2012;2,58963E+16
2707;5;2;1;Rural;2002;3,08145E+13
2317;3;1;2;Rural;1966;2,67321E+16
1284;5;2;2;Urban;2020;2,41675E+16
1822;2;3;1;Suburb;1951;2,71052E+15
1563;2;1;1;Urban;1959;1,53986E+16
2650;3;1;2;Suburb;1978;3,30066E+16
1018;3;3;2;Rural;2014;1,09476E+16
2530;3;3;3;Rural;1968;2,83998E+15
1546;4;2;1;Rural;1968;1,27732E+16
1047;3;1;1;Suburb;2008;1,80037E+16
2768;2;3;3;Suburb;2009;2,37656E+15
1218;2;2;1;Urban;2005;1,03759E+16
2645;4;2;3;Urban;1963;2,51447E+15
1765;5;3;2;Rural;1951;2,45198E+16
2211;3;1;3;Suburb;1990;2,01668E+16
1030;4;3;3;Suburb;2019;5,34036E+16
1258;5;2;2;Urban;1999;2,31658E+15
2698;5;3;1;Suburb;2015;2,97657E+16
2367;3;2;2;Suburb;2004;3,27135E+16
1307;2;3;2;Rural;1969;1,54717E+16
2094;3;3;1;Urban;1987;1,81329E+14
1306;3;1;2;Urban;2004;5,09666E+15
1567;2;1;2;Rural;1970;2,49656E+16
2122;2;2;1;Urban;1965;2,41514E+15
1020;2;1;1;Rural;1976;1,99323E+15
2920;5;3;2;Rural;2002;3,02834E+15
2643;5;1;1;Urban;1957;2,37573E+16
2588;3;3;2;Urban;2021;2,44524E+16
2029;4;3;3;Rural;2014;2,45928E+16
1230;3;2;3;Urban;1997;1,45704E+16
1081;4;1;1;Rural;1972;1,31491E+16
1957;3;2;1;Suburb;2020;2,06506E+16
1216;3;3;3;Urban;1990;1,68539E+16
1334;3;3;3;Rural;1967;1,48803E+15
1558;5;2;2;Rural;1978;2,28489E+16
1863;3;2;2;Suburb;1979;1,98156E+16
1873;4;2;2;Rural;1972;2,32746E+16
1752;5;3;3;Rural;1965;2,57986E+15
2713;3;1;3;Urban;1982;3,09991E+16
1593;2;3;3;Suburb;1952;1,58996E+14
2822;5;3;3;Rural;2000;3,16689E+16
1703;2;3;3;Suburb;1959;2,0861E+16
1924;3;3;2;Urban;1980;1,85877E+15
2678;4;1;2;Suburb;1952;2,71088E+16
2849;2;3;1;Rural;1984;3,10457E+15
2814;2;2;3;Rural;1982;2,80564E+15
2957;5;1;2;Suburb;2001;4,82577E+14
1552;2;2;1;Rural;2004;1,31029E+16
2482;3;2;1;Suburb;1989;2,26843E+16
1782;5;3;1;Urban;1984;1,88496E+16
1086;2;1;3;Urban;1985;1,92222E+15
2538;4;3;2;Suburb;2006;3,15613E+16
2746;5;1;2;Urban;2004;3,11406E+16
1512;4;1;2;Rural;1979;1,77502E+16
1983;4;2;3;Rural;1963;2,20356E+16
2008;5;1;2;Urban;1992;1,81305E+16
1586;2;2;1;Suburb;1992;1,68553E+14
2501;2;3;3;Urban;1993;3,00207E+15
1497;4;2;2;Suburb;2000;1,56349E+15
1906;2;2;3;Urban;2005;1,75122E+15
1955;5;1;2;Urban;1952;2,22677E+15
1742;4;1;3;Suburb;1986;1,31206E+16
1448;3;2;3;Urban;1960;1,46201E+16
1587;3;3;1;Rural;1988;1,63774E+16
1259;3;2;1;Rural;1968;1,71973E+15
2560;2;3;2;Rural;2019;1,22103E+16
2223;3;3;2;Urban;1964;2,26083E+15
1462;3;1;1;Urban;2012;2,63696E+16
2962;4;3;1;Urban;2007;2,67597E+15
1093;5;2;3;Urban;1972;8,23315E+15
2020;4;1;1;Urban;1971;3,1933E+16
2959;4;1;1;Suburb;1990;2,49975E+16
2375;3;1;2;Rural;1974;2,4041E+15
2131;4;3;3;Suburb;1996;2,43132E+15
1354;3;2;1;Rural;1963;1,54011E+16
1468;2;2;3;Suburb;1994;1,73059E+15
1094;3;1;1;Suburb;1980;1,50947E+16
1867;5;3;1;Rural;1969;1,97257E+16
1090;4;2;3;Urban;2007;1,54121E+16
2067;5;3;2;Rural;1982;2,73148E+16
2479;5;1;2;Rural;2013;2,47802E+16
1954;4;2;1;Urban;1953;2,90904E+16
1383;4;2;1;Suburb;1961;2,01281E+16
1022;4;3;3;Urban;2000;4,12993E+12
2725;5;3;3;Rural;2002;3,30441E+15
1022;2;1;2;Suburb;1996;6,02648E+16
2257;5;1;3;Urban;1989;2,27196E+16
2721;2;2;1;Urban;1985;2,12993E+16
1310;3;2;2;Suburb;1966;2,29544E+15
2440;4;1;2;Rural;1993;2,76646E+16
2356;5;2;3;Rural;1963;3,25392E+15
1574;2;2;1;Suburb;1967;1,07546E+16
1102;2;3;3;Suburb;1971;1,23547E+15
1499;2;2;3;Rural;1974;1,89804E+15
1827;4;3;3;Rural;1958;2,04775E+14
2506;2;1;3;Suburb;1964;2,6914E+14
1188;4;1;2;Urban;1985;8,07757E+15
2871;5;1;1;Suburb;1995;3,00247E+15
1459;2;3;1;Urban;2017;1,63935E+16
1188;2;1;3;Urban;1953;1,2198E+16
1350;4;3;3;Rural;2008;1,30245E+16
1580;4;2;1;Rural;2021;1,9179E+16
1113;5;3;3;Urban;1983;2,58836E+16
1103;4;2;3;Suburb;1997;8,50811E+15
1619;5;1;2;Suburb;2011;1,25107E+16
2531;5;2;2;Suburb;2021;3,5485E+16
2368;2;2;3;Rural;1961;2,40396E+16
2044;3;1;1;Urban;1986;2,65827E+15
1386;3;2;3;Urban;1962;1,5953E+16
1943;4;2;1;Suburb;2018;1,196E+15
2801;4;3;2;Suburb;1950;3,42947E+15
1854;3;2;2;Urban;1974;1,56304E+16
2232;5;1;2;Suburb;1962;2,81526E+15
2705;3;3;1;Rural;1960;2,56457E+16
1482;5;2;1;Urban;2012;1,46345E+16
1472;5;1;3;Rural;1978;1,45204E+16
2729;4;3;3;Rural;1978;3,52281E+15
1858;4;3;3;Rural;1957;2,75912E+16
1941;4;2;2;Urban;1958;3,07964E+16
1392;3;3;3;Suburb;1988;1,29467E+16
2658;3;3;3;Rural;1990;3,02041E+16
2712;3;1;3;Rural;2003;2,57492E+16
1515;5;1;2;Rural;1974;1,20843E+16
2211;4;3;2;Rural;2011;2,76947E+16
1345;2;3;3;Suburb;2004;1,72814E+16
2375;3;3;3;Urban;1968;2,25487E+16
1540;2;3;1;Suburb;2014;1,64892E+16
2621;2;3;2;Rural;1981;2,89023E+16
1046;3;1;1;Suburb;1974;1,25463E+16
2100;3;1;1;Rural;2000;2,66242E+16
1342;3;3;3;Rural;1963;1,30309E+16
2214;4;2;1;Urban;1986;2,37817E+16
1542;2;2;3;Urban;2017;2,71124E+16
1818;5;2;1;Rural;2015;1,99628E+16
2704;2;1;1;Urban;1959;2,21389E+16
2059;5;3;3;Rural;1954;2,05413E+16
1756;2;2;2;Suburb;1991;1,62468E+16
2447;2;2;3;Rural;1980;2,47295E+16
1350;4;2;3;Suburb;2015;9,42609E+15
1187;5;3;2;Rural;2016;2,26837E+16
2550;3;3;2;Urban;2014;3,33777E+15
1333;3;1;2;Suburb;1968;2,01187E+16
1482;4;3;2;Suburb;1993;2,1679E+15
2239;3;1;2;Urban;1959;2,40802E+16
2181;2;2;2;Rural;2013;3,15623E+16
2949;4;1;2;Urban;1989;2,81585E+16
1666;5;1;2;Rural;1996;2,30671E+16
2264;4;3;2;Suburb;1999;2,7125E+15
1295;2;2;2;Urban;2015;8,98798E+15
2485;4;1;3;Rural;1993;2,38043E+16
1044;2;2;2;Suburb;1967;1,32531E+15
1494;4;2;1;Suburb;2003;2,2568E+15
2994;5;3;3;Urban;2013;4,1955E+15
1174;5;2;2;Suburb;2014;1,57453E+16
2003;3;1;3;Rural;2010;1,5246E+16
2369;2;2;3;Rural;2018;3,23386E+15
1055;3;2;3;Urban;2018;8,71348E+15
2589;4;2;2;Urban;1960;2,78369E+16
1340;4;3;1;Suburb;1982;1,91082E+16
2800;4;3;3;Suburb;1986;3,33232E+15
2909;4;2;3;Rural;2021;2,89323E+15
2774;5;2;1;Rural;2015;3,18206E+16
2856;4;2;3;Suburb;1968;3,04098E+16
2131;5;2;2;Urban;2018;3,39552E+16
2733;3;1;2;Suburb;1993;3,61249E+16
2920;5;2;1;Urban;1971;2,76738E+15
1213;5;2;1;Suburb;1961;8,06848E+15
2522;2;1;3;Rural;2007;2,90942E+16
1757;4;2;2;Rural;2004;2,53905E+16
2420;4;3;2;Suburb;1963;2,47729E+16
1549;4;1;3;Urban;1992;1,97446E+16
1496;3;3;1;Urban;1992;1,93595E+16
1172;4;3;3;Rural;1998;5,94751E+15
1104;4;2;1;Rural;1998;2,05455E+16
2575;4;3;2;Rural;2000;3,12984E+15
1478;2;1;2;Rural;1958;1,93622E+15
2422;5;3;1;Suburb;1974;2,6898E+15
1433;2;1;2;Suburb;2006;3,36983E+15
1641;4;3;1;Rural;2000;2,26827E+16
1692;5;1;2;Urban;1964;2,17385E+16
1990;2;2;3;Urban;2021;1,64284E+16
1921;4;2;3;Suburb;1951;2,33836E+15
1193;4;3;3;Rural;1954;1,45117E+16
1842;2;3;2;Rural;1997;1,53948E+16
1800;5;2;1;Rural;1951;1,97354E+16
2489;5;2;3;Urban;1950;3,1367E+16
2364;2;1;1;Urban;2012;2,45102E+16
1058;4;2;3;Rural;1977;1,4303E+15
2886;5;2;3;Rural;2011;3,14932E+15
2561;2;1;1;Urban;2007;3,38739E+15
1477;2;2;1;Rural;1982;8,95192E+15
2126;2;1;3;Suburb;1987;1,64018E+16
1532;5;2;1;Suburb;1958;2,74138E+16
2968;3;1;2;Rural;2018;3,01985E+15
1591;3;2;1;Urban;1983;1,1473E+16
1838;3;2;3;Suburb;2002;2,27564E+16
2734;3;3;1;Urban;1952;2,49891E+16
2345;3;1;1;Urban;1967;2,66678E+14
1548;4;2;3;Rural;1979;1,24405E+16
2037;2;3;1;Urban;2013;3,6386E+15
2479;3;3;1;Urban;1964;2,81992E+15
1220;5;1;3;Suburb;1992;1,6378E+15
1875;2;3;3;Urban;2017;1,90237E+15
2414;5;2;1;Rural;1972;2,18833E+16
1677;5;3;3;Urban;2013;2,51603E+16
2196;5;1;2;Rural;1974;2,6991E+15
1661;4;1;3;Suburb;1969;2,49945E+16
1683;5;2;2;Urban;2009;2,8541E+15
2104;2;2;2;Urban;1983;2,29026E+14
1335;2;2;1;Urban;1995;2,10441E+13
1224;4;3;1;Suburb;1972;5,91069E+14
1870;4;2;1;Urban;1965;1,45138E+16
1034;2;2;3;Suburb;1957;1,37097E+16
2893;2;2;1;Urban;1986;2,6208E+15
1187;5;1;1;Suburb;1951;1,97835E+16
2247;5;2;3;Rural;2017;3,13497E+15
1642;4;3;1;Suburb;1971;2,0743E+16
2909;3;1;1;Suburb;1952;3,39006E+16
1962;5;2;2;Rural;2005;2,06094E+15
1967;5;2;3;Rural;2004;1,88154E+16
1493;3;1;1;Rural;1995;1,52056E+16
2886;5;1;1;Suburb;1961;2,47903E+16
1310;3;1;2;Suburb;2007;1,38914E+15
1520;3;3;1;Rural;1977;1,00812E+16
2604;2;2;1;Urban;1978;2,25668E+16
2563;3;2;1;Suburb;1982;1,87353E+15
2934;3;2;3;Suburb;1986;3,92038E+16
1368;4;1;2;Suburb;2009;1,93636E+16
2498;4;2;3;Urban;2014;3,35228E+15
1745;4;2;1;Urban;2011;2,4538E+16
1030;5;1;2;Suburb;1971;1,97986E+16
2850;4;2;2;Urban;1959;2,42827E+16
2255;2;3;3;Urban;2008;2,46904E+15
2873;2;2;3;Suburb;1971;2,54381E+15
1997;2;3;1;Urban;1980;1,93309E+16
1496;5;1;2;Rural;1967;2,07133E+15
2589;3;2;1;Suburb;2009;3,21104E+16
1963;3;3;3;Suburb;2018;2,20475E+16
2198;2;2;1;Urban;1991;2,51199E+16
1297;3;1;2;Urban;1956;7,02586E+15
2814;3;1;3;Suburb;2006;2,7187E+16
2388;3;2;2;Rural;2021;2,56191E+16
2109;5;1;3;Rural;1957;1,61586E+16
1576;3;3;1;Urban;2009;1,17328E+16
2112;3;1;2;Rural;2004;2,76779E+15
1053;5;1;3;Rural;1964;1,2903E+15
2653;4;3;1;Rural;1981;3,03024E+14
2384;2;2;1;Suburb;2012;3,62165E+15
2499;5;1;3;Rural;1966;2,86782E+15
1228;5;2;3;Rural;1986;1,65055E+15
1778;2;3;2;Urban;1988;1,84523E+15
2854;3;2;2;Rural;1981;3,94612E+16
2557;3;1;2;Suburb;2003;2,27604E+16
2973;5;1;2;Rural;1983;3,32924E+15
2782;4;1;1;Suburb;1979;2,58725E+16
1984;2;3;3;Urban;1966;2,38012E+15
1372;4;1;2;Urban;1971;8,11279E+15
1468;5;2;1;Rural;1968;1,32602E+16
1419;4;1;3;Suburb;1990;1,93696E+15
2849;5;3;3;Rural;2011;4,06548E+15
1531;2;2;3;Suburb;1953;2,061E+16
2423;4;2;2;Rural;1993;3,35962E+16
1987;4;3;2;Urban;1994;1,68858E+16
2207;2;2;1;Urban;2013;2,25907E+16
2884;2;1;3;Suburb;2014;3,11254E+15
1561;5;2;1;Suburb;1960;1,42502E+16
1089;5;3;1;Rural;1963;1,59139E+15
2639;5;2;3;Rural;2017;2,59297E+16
2729;5;2;1;Rural;1956;2,66821E+15
2406;5;3;1;Suburb;1972;3,18835E+16
1368;2;2;3;Suburb;1958;1,82118E+16
2097;4;3;3;Urban;1950;2,55629E+15
2292;3;1;3;Urban;1971;2,57914E+16
1014;3;3;1;Rural;2016;1,60288E+16
2352;5;2;1;Rural;2013;2,5959E+16
2818;3;2;3;Rural;2021;3,3115E+15
2415;4;1;1;Urban;1995;2,33603E+16
2733;4;2;1;Rural;1965;3,59067E+15
2457;5;2;3;Urban;1967;3,12075E+15
1343;3;2;1;Rural;2018;1,95392E+16
2218;2;2;2;Suburb;2017;2,05142E+16
2945;2;3;1;Urban;2011;3,5279E+15
2059;5;2;2;Rural;1959;3,00822E+15
1916;4;3;2;Urban;1984;1,51828E+16
1204;3;2;2;Rural;2021;1,20654E+16
2843;4;2;1;Rural;2014;2,92064E+14
2674;5;2;1;Urban;1966;3,00758E+15
1775;4;1;2;Rural;1993;1,86244E+16
2080;3;3;2;Rural;1953;2,88156E+15
2133;4;1;2;Suburb;2021;2,19013E+16
1685;5;2;3;Suburb;1959;2,73545E+16
2519;2;1;2;Urban;1974;2,43262E+16
1717;2;1;2;Rural;1975;2,06255E+15
1224;3;1;1;Rural;1986;1,86086E+14
2409;5;3;3;Suburb;2013;3,53191E+15
1063;5;2;2;Rural;1984;9,62927E+14
2787;4;2;2;Rural;1986;2,95298E+15
1947;2;3;1;Urban;1961;1,96369E+16
1960;3;3;2;Suburb;1984;2,42981E+16
2802;3;2;3;Suburb;1954;2,3568E+15
2925;3;2;2;Urban;1966;3,01436E+15
2375;4;1;3;Rural;1975;2,78924E+14
2486;5;3;3;Urban;1976;2,86609E+15
2867;3;2;3;Urban;1953;3,4489E+16
1319;4;2;1;Suburb;2002;1,45211E+16
1356;3;1;1;Rural;1983;2,2062E+15
1092;4;2;1;Suburb;2008;9,13569E+15
1694;2;3;3;Urban;1980;2,64434E+16
2323;4;3;2;Urban;1965;3,7078E+14
2749;5;3;3;Urban;2011;2,97257E+15
2517;2;1;3;Urban;1981;2,08164E+16
2677;2;1;1;Rural;1994;2,28511E+16
2618;3;3;2;Suburb;1959;2,25389E+16
2412;2;2;2;Suburb;1951;2,43103E+15
2634;4;2;3;Urban;1973;3,72909E+16
2816;5;2;1;Rural;1958;3,06286E+15
1433;2;3;3;Suburb;2013;1,35148E+16
2125;5;3;2;Urban;1954;2,73637E+16
1840;4;3;2;Suburb;2007;2,29298E+16
2401;4;1;3;Rural;2011;2,41269E+16
2606;5;1;3;Rural;1994;2,76695E+15
2908;4;3;1;Urban;1987;3,34701E+16
2361;5;3;2;Urban;1994;2,97712E+15
2023;3;2;2;Suburb;2011;1,96103E+16
1897;4;1;2;Urban;1962;2,82377E+16
1883;3;2;3;Suburb;1982;2,7262E+16
1777;2;3;1;Suburb;2017;2,23087E+15
1491;2;3;3;Rural;2019;1,21598E+16
2665;3;1;1;Suburb;1951;1,78853E+15
2083;2;1;1;Rural;1990;1,08853E+16
1812;2;2;2;Suburb;1952;2,28096E+16
2532;2;2;2;Rural;2008;3,00778E+16
1391;2;1;2;Urban;1951;2,17938E+15
2977;4;3;3;Rural;1977;2,58898E+16
2142;2;1;3;Urban;2012;2,00247E+15
2798;4;2;1;Urban;1993;2,73242E+16
2494;5;1;3;Rural;2018;2,85109E+16
2351;2;2;2;Rural;1958;2,85328E+16
1020;5;2;2;Urban;1971;1,65977E+16
2120;3;2;3;Rural;2003;2,41769E+15
2838;3;3;3;Suburb;2010;1,68438E+16
1512;4;2;3;Suburb;2016;2,01789E+16
1907;3;3;1;Rural;1954;2,1904E+16
1714;4;3;2;Suburb;2009;2,40382E+15
1943;5;1;2;Suburb;1980;2,6262E+16
2663;5;3;2;Urban;2016;1,77712E+16
1349;2;3;3;Suburb;2015;1,62694E+16
2155;5;1;1;Rural;1960;1,38377E+15
1545;3;1;2;Urban;1973;3,01104E+16
1598;4;2;2;Urban;2002;1,28219E+16
1031;4;3;2;Urban;1995;1,78056E+14
1258;2;2;2;Urban;1991;1,49993E+16
1475;2;3;1;Urban;1956;2,0006E+15
2859;3;3;2;Urban;1997;2,56918E+16
1824;4;2;3;Rural;1968;2,14405E+15
2905;2;3;3;Suburb;1966;3,69218E+15
1971;5;3;2;Suburb;2020;2,04765E+16
1919;3;1;1;Suburb;2016;1,7693E+15
1032;5;3;3;Urban;2012;1,38773E+16
1898;4;2;3;Rural;1983;2,80017E+15
1387;2;3;2;Urban;2002;1,9321E+16
2821;3;1;1;Rural;2002;3,4244E+16
2861;3;1;2;Suburb;1973;3,28335E+16
2584;2;1;3;Suburb;2004;2,49559E+16
1797;2;2;3;Rural;1963;1,62432E+15
1455;4;1;1;Urban;1963;1,47027E+16
2617;5;3;2;Urban;1994;2,55959E+16
2167;5;3;2;Suburb;2008;2,55878E+16
2972;5;3;1;Rural;1992;2,99979E+15
2925;4;3;1;Suburb;1960;2,99032E+15
2815;2;2;2;Rural;2006;3,31217E+16
2906;3;2;3;Rural;1969;2,72761E+16
2627;5;3;1;Urban;1952;4,07602E+15
1223;2;3;2;Suburb;1966;1,53127E+16
1216;5;1;1;Suburb;1955;1,45806E+16
1155;4;2;2;Rural;2004;6,82657E+15
1788;4;3;2;Urban;2014;2,42813E+16
2543;2;1;1;Suburb;2010;3,85333E+14
1035;4;2;2;Suburb;1981;9,14436E+15
1635;3;3;2;Suburb;1960;2,49698E+16
1008;4;1;2;Suburb;2018;1,60777E+16
2063;3;2;1;Rural;1987;1,67153E+15
2492;5;2;1;Suburb;1957;3,20803E+16
1178;4;2;3;Suburb;1968;2,39358E+16
2664;3;3;1;Rural;2000;4,22098E+15
1958;5;2;3;Urban;2011;2,50995E+16
1500;5;3;3;Suburb;1969;1,66209E+15
1372;5;3;2;Suburb;1953;1,67117E+15
2091;5;2;1;Rural;1958;2,5779E+16
1969;2;3;1;Urban;1971;2,64673E+15
2689;3;3;2;Suburb;1968;2,9591E+16
2447;2;1;3;Urban;2010;1,76769E+16
1514;5;2;1;Suburb;2011;1,79054E+15
1363;4;1;2;Urban;1985;1,70031E+16
2913;3;1;2;Rural;1981;2,86598E+16
1776;3;2;1;Urban;1968;2,09008E+16
2951;5;3;1;Rural;1972;2,97759E+15
2474;4;1;1;Urban;1970;2,19639E+16
2539;4;3;1;Suburb;1993;2,56826E+16
1773;3;3;1;Rural;1952;2,72179E+15
1328;2;1;2;Urban;2005;1,87471E+16
1793;4;3;1;Urban;1988;2,79307E+16
2921;3;2;2;Suburb;1951;2,79142E+16
1961;4;1;3;Rural;1969;2,10766E+16
1369;5;3;3;Urban;1983;1,36384E+15
1596;4;1;3;Rural;2021;1,97475E+15
2877;2;1;3;Rural;1977;2,00762E+15
2410;2;2;3;Suburb;2019;2,51275E+16
2570;2;3;2;Suburb;1998;2,29179E+16
2137;3;2;2;Urban;2000;2,45308E+16
1570;4;1;3;Urban;1958;2,18269E+15
2061;2;3;1;Rural;1978;1,66174E+15
2568;5;1;1;Rural;2011;2,22084E+15
1376;5;3;1;Suburb;2004;2,24422E+15
2422;5;2;2;Rural;2021;2,77278E+15
2226;3;1;3;Suburb;1989;2,52712E+15
2225;2;3;2;Rural;1972;2,71153E+16
1099;2;2;2;Rural;2013;1,33082E+16
2421;4;2;3;Rural;2010;2,13922E+15
2473;3;1;2;Urban;2010;2,68085E+15
2836;5;2;3;Suburb;2009;2,93472E+15
1815;4;3;2;Suburb;1950;2,16557E+16
2963;5;1;3;Suburb;1973;3,12304E+15
1117;5;1;1;Suburb;1978;1,71009E+15
1420;2;3;2;Rural;1965;1,89782E+16
2266;4;2;2;Suburb;2018;2,96628E+15
1540;3;3;2;Suburb;1997;2,1131E+16
2250;5;3;3;Rural;2010;2,99791E+16
2524;2;1;2;Suburb;2014;2,99509E+16
2875;2;1;1;Suburb;1982;3,29809E+16
2236;5;3;1;Urban;2015;2,72569E+15
1929;2;2;2;Suburb;2012;1,449E+16
1698;2;1;1;Suburb;1950;1,42043E+14
1112;5;3;3;Suburb;1999;1,57239E+16
1372;3;1;3;Rural;1998;1,36803E+15
1298;5;2;2;Suburb;1962;1,71893E+16
2696;4;1;1;Suburb;2021;3,3414E+16
2042;5;2;1;Urban;1961;1,90651E+16
1775;5;2;2;Urban;1965;2,55134E+16
1670;3;3;1;Suburb;1960;1,81217E+15
1010;5;3;3;Suburb;1954;1,22771E+16
1007;5;2;3;Urban;1982;2,30026E+16
2176;2;1;1;Rural;1959;1,18573E+16
2648;5;3;3;Rural;1969;3,36145E+15
2683;3;2;1;Suburb;1963;3,68307E+15
2573;2;1;1;Rural;2006;3,10449E+16
2158;5;1;2;Suburb;1963;2,19486E+16
2396;2;3;1;Urban;1985;2,15551E+16
1460;4;1;3;Rural;2013;1,48524E+16
2958;5;3;2;Urban;1958;3,29975E+16
2258;5;1;2;Suburb;1974;1,60762E+15
1254;2;1;2;Suburb;1951;2,03819E+16
1585;5;2;1;Urban;2016;1,45385E+16
2351;5;1;3;Urban;1950;2,09254E+16
1361;3;1;3;Rural;1989;1,497E+16
2397;5;1;2;Rural;1981;3,13568E+16
2002;3;3;2;Urban;1998;2,35947E+15
1787;4;2;1;Urban;1990;2,91673E+16
1208;4;2;2;Urban;2003;2,1051E+16
1266;2;1;1;Suburb;1968;1,68892E+16
1655;2;2;2;Urban;1985;1,67062E+16
1996;2;1;1;Urban;1954;1,69898E+16
1553;2;3;3;Rural;1966;1,70294E+15
1735;5;1;2;Rural;1952;2,18843E+16
2881;3;1;2;Rural;2012;3,29582E+15
2529;2;1;3;Urban;1967;2,57583E+16
2587;4;1;3;Urban;2013;2,75138E+15
1420;5;3;2;Urban;2019;1,50934E+16
1307;3;2;1;Urban;2018;1,83394E+15
1136;3;1;3;Urban;1992;1,55535E+16
2442;2;2;2;Urban;2009;2,68854E+15
1194;2;1;1;Urban;1950;1,87243E+16
2118;3;2;3;Rural;1969;3,87526E+15
2513;4;3;2;Urban;2008;2,64146E+16
2926;2;2;3;Rural;1957;3,56774E+15
2281;3;2;1;Suburb;1982;1,37448E+15
2048;5;3;2;Rural;1968;1,86417E+16
2255;3;2;1;Rural;1977;2,03249E+16
2355;2;1;2;Rural;1997;2,38554E+16
1605;5;1;2;Suburb;1977;2,11463E+16
2013;4;3;2;Rural;1950;2,3347E+16
1861;3;3;2;Urban;1989;1,21679E+15
1220;3;3;1;Rural;1955;1,90377E+16
1296;3;1;3;Suburb;1994;1,61318E+16
2226;5;2;3;Urban;1956;2,13169E+15
2010;2;3;3;Urban;1997;2,25398E+16
2971;3;1;2;Rural;2009;3,19624E+16
1342;5;2;1;Urban;1990;9,51701E+15
1592;3;1;1;Urban;1994;1,61845E+15
2228;2;2;3;Rural;2021;2,53751E+16
2984;5;3;2;Suburb;2009;2,79994E+16
1891;4;3;3;Urban;1992;2,29971E+15
1076;3;1;1;Suburb;2013;1,22699E+15
2573;2;2;2;Suburb;2020;2,91128E+15
1706;4;1;2;Urban;1973;1,9101E+16
2999;2;2;3;Suburb;2012;2,54086E+15
2065;4;1;3;Urban;1974;1,53708E+16
2478;2;2;1;Rural;1961;3,3115E+15
2205;4;3;2;Urban;1969;2,99904E+14
1756;5;1;3;Urban;2006;1,61525E+16
2218;4;2;2;Rural;1962;3,03517E+16
1589;2;1;1;Suburb;1982;1,84704E+16
2855;3;1;1;Urban;1991;3,75433E+16
2999;4;2;2;Suburb;1972;4,01982E+15
1387;2;2;2;Suburb;1974;1,72631E+16
1926;3;1;2;Rural;1983;1,54499E+15
1636;5;1;2;Suburb;1998;3,0161E+15
1140;5;2;3;Urban;2005;9,37364E+15
2050;3;3;1;Urban;1968;2,06103E+16
2338;2;1;2;Suburb;1971;2,8256E+16
2344;2;1;3;Urban;1959;2,25443E+16
1447;4;2;1;Rural;1955;2,22525E+15
2816;5;1;3;Urban;2013;3,01406E+16
1292;5;3;3;Suburb;1950;1,31354E+16
2777;5;1;2;Urban;1963;3,92674E+16
2259;5;1;1;Urban;1987;2,31023E+16
1714;2;1;3;Rural;1953;1,19499E+15
1456;5;3;2;Suburb;2020;1,97917E+15
1891;3;3;2;Rural;1950;1,88932E+16
1838;2;3;2;Suburb;2012;2,13647E+16
1653;3;2;2;Suburb;1988;2,0222E+16
2629;3;2;3;Urban;1985;3,53932E+15
1663;2;3;3;Suburb;1991;1,66994E+16
1764;3;2;3;Suburb;2018;1,58576E+16
2090;3;2;1;Rural;1989;1,99348E+14
1175;4;1;2;Urban;1989;7,56503E+15
1509;5;2;2;Rural;2004;2,30391E+15
2638;3;2;3;Urban;2021;2,34298E+16
2114;4;1;1;Rural;2003;2,01348E+16
1704;4;1;1;Rural;1992;1,47558E+16
2189;5;2;3;Urban;2015;2,23607E+14
1601;4;1;3;Urban;1986;2,17526E+14
1837;4;3;2;Urban;2007;2,41355E+15
2850;3;1;1;Rural;1951;4,00028E+16
2001;5;2;3;Suburb;2013;1,97636E+15
2803;5;2;2;Suburb;1968;2,04206E+16
2461;3;3;1;Rural;2006;2,58741E+15
1050;2;2;2;Rural;1991;3,85182E+15
2701;4;1;3;Urban;1978;3,26681E+16
1685;3;3;2;Urban;1972;1,79777E+15
2762;4;2;3;Urban;1955;2,66898E+15
1265;5;1;3;Rural;1986;1,96354E+15
2544;5;1;1;Urban;1991;3,2889E+16
2110;4;2;2;Suburb;1975;2,92141E+16
